"Protein names","Gene names","OIS_CM","OIS_F20","OIS_F8","Vector_CM","Vector_F20","Vector_F8"
"588","Vesicle-associated membrane protein-associated protein A","VAPA",26.8992,25.5436,23.9437666666667,25.7215666666667,25.1612333333333,25.1398666666667
"589","Vasorin","VASN",28.6712,25.2073,26.2556333333333,28.0245333333333,24.7593333333333,24.7025333333333
"590","Vasodilator-stimulated phosphoprotein","VASP",27.5821,25.0614333333333,28.1597666666667,26.9198333333333,25.0859666666667,27.5182333333333
"591","Synaptic vesicle membrane protein VAT-1 homolog","VAT1",28.3529666666667,24.9678,28.7319666666667,27.3449333333333,25.0049,30.3023666666667
"592","Versican core protein","VCAN",31.6501333333333,32.6981333333333,35.9388,31.4564666666667,34.6024333333333,34.2710333333333
"593","Vinculin","VCL",29.9097,28.3159,30.1332333333333,30.2485333333333,28.4990333333333,31.1360333333333
"594","Voltage-dependent anion-selective channel protein 2","VDAC2",24.2994333333333,24.9090333333333,24.1653333333333,24.3531666666667,24.7911333333333,26.2887333333333
"595","Vacuolar protein sorting-associated protein 35","VPS35",24.7861,25.5909333333333,26.9538,23.8003666666667,25.4122,24.3964
"596","Vacuolar protein sorting-associated protein 37B","VPS37B",23.8342666666667,24.7382,23.5686,24.2121666666667,25.3943666666667,27.212
"597","von Willebrand factor A domain-containing protein 5A","VWA5A",24.3815333333333,25.4801666666667,26.077,24.3704333333333,25.6636,24.4805
"598","Tryptophan--tRNA ligase, cytoplasmic;T1-TrpRS;T2-TrpRS","WARS",27.4118333333333,26.2675333333333,26.9511333333333,27.0436,25.1056666666667,28.3337333333333
"599","WD repeat-containing protein 64","WDR64",23.8523333333333,25.3640333333333,30.3272,24.5717333333333,24.8168333333333,24.978
"600","Protein wntless homolog","WLS",24.2390666666667,24.1287333333333,27.5486333333333,24.3576,25.2564,24.9745333333333
"601","Protein Wnt-5a;Protein Wnt","WNT5A",30.1752333333333,28.6619333333333,32.1982333333333,26.604,26.5458333333333,30.3701333333333
"602","Protein Wnt-5b;Protein Wnt","WNT5B",24.0363666666667,25.4061,29.0897666666667,24.1376,25.089,27.2462
"603","X-ray repair cross-complementing protein 5","XRCC5",24.1546333333333,25.1993333333333,24.0179,24.5536666666667,24.8245,26.3161
"604","X-ray repair cross-complementing protein 6","XRCC6",24.8695333333333,26.2152,24.5052333333333,23.5598333333333,24.1319333333333,28.3462666666667
"605","14-3-3 protein beta/alpha;14-3-3 protein beta/alpha, N-terminally processed","YWHAB",30.4557333333333,28.4249333333333,30.7101333333333,29.0713333333333,28.8896,29.9706
"606","Zinc finger CCCH-type antiviral protein 1","ZC3HAV1",23.6256333333333,25.0475666666667,27.7203,23.4047,24.0707666666667,24.7549333333333
"607","Palmitoyltransferase;Probable palmitoyltransferase ZDHHC20","ZDHHC20",24.6545333333333,24.639,28.039,23.9286,24.9429333333333,24.6762
"608","Alpha-2-macroglobulin","A2M",24.0167,27.9707,23.8769666666667,26.6256333333333,27.5524666666667,24.6737666666667
"609","Mth938 domain-containing protein","AAMDC",25.0515,25.2407666666667,24.7921333333333,24.6213666666667,24.7431333333333,24.9077666666667
"610","Multidrug resistance-associated protein 1","ABCC1",23.6534,25.3531333333333,26.6116,24.4405,25.5285,26.9861
"611","Abl interactor 1","ABI1",24.7906333333333,25.2965,27.6017333333333,23.6196333333333,25.0715333333333,27.4665
"612","Actin-binding LIM protein 3","ABLIM3",24.3569,24.9073666666667,24.8986333333333,25.1027333333333,25.0931,24.4676666666667
"613","Acetyl-CoA acetyltransferase, cytosolic","ACAT2",24.4107333333333,24.472,24.3447,25.6136,25.1627,24.2453333333333
"614","Actin, cytoplasmic 1;Actin, cytoplasmic 1, N-terminally processed","ACTB",24.4632333333333,30.9579333333333,30.0810666666667,23.8421666666667,31.3486,30.9939333333333
"615","Alpha-actinin-1","ACTN1",29.3519666666667,28.2205,29.1911666666667,29.9111666666667,27.2887333333333,29.4444666666667
"616","Alpha-centractin","ACTR1A",25.0572666666667,25.6990333333333,27.2517,24.7093,25.6559666666667,26.6533
"617","Actin-related protein 3","ACTR3",28.5137333333333,28.3219333333333,29.6673333333333,27.2720666666667,27.7137333333333,29.0952333333333
"618","Disintegrin and metalloproteinase domain-containing protein 17","ADAM17",24.8465333333333,24.1387333333333,27.9823,23.8401,25.6539333333333,27.3638333333333
"619","Disintegrin and metalloproteinase domain-containing protein 19","ADAM19",28.5664333333333,25.0638333333333,24.5574,26.2847,24.8952,24.1342333333333
"620","Disintegrin and metalloproteinase domain-containing protein 9","ADAM9",29.2301333333333,24.8858,29.7424,29.8185666666667,24.9502666666667,29.8585333333333
"621","A disintegrin and metalloproteinase with thrombospondin motifs 1","ADAMTS1",28.6703333333333,24.9268333333333,26.4270333333333,27.0655666666667,25.157,27.3440666666667
"622","A disintegrin and metalloproteinase with thrombospondin motifs 12","ADAMTS12",28.1718,25.6340333333333,25.8569666666667,25.5122666666667,25.0763666666667,24.9796333333333
"623","Alpha-adducin","ADD1",24.891,25.4795333333333,28.4658,24.3368333333333,25.4173,27.9509333333333
"624","Gamma-adducin","ADD3",24.9138666666667,24.4355666666667,27.4135,23.4643333333333,25.1596,27.2996666666667
"625","Alcohol dehydrogenase class-3","ADH5",25.5270666666667,26.4846,27.9878,23.6790666666667,24.5138,27.9576666666667
"626","ADM;Adrenomedullin;Proadrenomedullin N-20 terminal peptide","ADM",25.9879,26.1538666666667,24.2723666666667,29.4281,29.3107666666667,24.7048333333333
"627","Adipocyte enhancer-binding protein 1","AEBP1",28.7826333333333,24.7141333333333,27.7258333333333,28.9429333333333,24.8420333333333,27.2686333333333
"628","Alpha-fetoprotein","AFP",27.5421666666667,25.474,24.3841666666667,28.2047,24.6410333333333,24.9912
"629","Adenosylhomocysteinase","AHCY",26.7769,24.4442666666667,26.7555666666667,28.0496666666667,24.702,27.0077
"630","Alcohol dehydrogenase [NADP(+)]","AKR1A1",26.2405666666667,25.6756333333333,25.5517666666667,24.6176666666667,24.4364333333333,24.6256
"631","Aldose reductase","AKR1B1",30.1680666666667,25.5059333333333,28.6094333333333,28.2640333333333,25.7445,27.935
"632","Aflatoxin B1 aldehyde reductase member 2","AKR7A2",24.4162,24.1654333333333,25.8343333333333,24.5667666666667,25.5317666666667,25.7177666666667
"633","4-trimethylaminobutyraldehyde dehydrogenase","ALDH9A1",25.0838,25.2207666666667,24.8083,24.7554333333333,25.1722333333333,24.6586666666667
"634","Fructose-bisphosphate aldolase A;Fructose-bisphosphate aldolase","ALDOA",32.8990666666667,33.4026,33.0397666666667,32.4138,32.6416333333333,32.5870333333333
"635","Annexin A1;Annexin","ANXA1",25.7023,29.5359333333333,32.2590333333333,24.6840333333333,29.5061666666667,32.8454666666667
"636","Annexin A11","ANXA11",24.7815333333333,25.4991,30.6099,24.6083333333333,26.6821333333333,30.1126
"637","Annexin","ANXA4",24.8476666666667,27.1057666666667,28.1395,23.6888666666667,27.0159666666667,29.0233
"638","Annexin A6;Annexin","ANXA6",27.2317333333333,29.0977,33.4247666666667,24.6109,30.8847666666667,33.0319333333333
"639","AP-2 complex subunit alpha-1","AP2A1",24.5526666666667,25.0996,27.8406333333333,24.4709,25.7999666666667,27.3443
"640","DNA-(apurinic or apyrimidinic site) lyase;DNA-(apurinic or apyrimidinic site) lyase, mitochondrial","APEX1",25.3163333333333,25.2192666666667,24.9757333333333,25.4711666666667,24.8760333333333,24.7846666666667
"641","Amyloid-like protein 2","APLP2",27.1678333333333,24.901,24.3133,25.1488,25.1906,24.3705333333333
"642","Apolipoprotein M","APOM",26.5544666666667,24.2441,24.6051,26.6105666666667,25.6973333333333,26.5364
"643","Amyloid beta A4 protein;N-APP;Soluble APP-alpha;Soluble APP-beta;C99;Beta-amyloid protein 42;Beta-amyloid protein 40;C83;P3(42);P3(40);C80;Gamma-secretase C-terminal fragment 59;Gamma-secretase C-terminal fragment 57;Gamma-secretase C-terminal fragment 50;C31","APP",31.8534,27.8817333333333,24.9793,30.7954333333333,25.4436,25.2160666666667
"644","Amphiregulin","AREG",31.6345333333333,27.6571666666667,28.3606,24.7646,27.0695,28.8515333333333
"645","Rho GDP-dissociation inhibitor 1","ARHGDIA",29.8016333333333,25.8424666666667,29.0623666666667,29.0687666666667,26.0465333333333,29.1499666666667
"646","ADP-ribosylation factor-like protein 3","ARL3",24.5970666666667,24.9650333333333,25.3478666666667,24.0031333333333,24.7617,25.0282666666667
"647","Actin-related protein 2/3 complex subunit 2","ARPC2",27.0387,24.8281666666667,25.0239,26.8306666666667,25.0192666666667,24.3721333333333
"648","Actin-related protein 2/3 complex subunit 5","ARPC5",24.8662666666667,24.7034666666667,27.7535666666667,23.9912,27.2217666666667,25.3239666666667
"649","Bifunctional purine biosynthesis protein PURH;Phosphoribosylaminoimidazolecarboxamide formyltransferase;IMP cyclohydrolase","ATIC",24.928,25.3461,27.6983666666667,23.6611,24.7521666666667,27.7675666666667
"650","Sodium/potassium-transporting ATPase subunit beta-3","ATP1B3",24.6838666666667,25.5968333333333,27.8552,24.5280333333333,25.8874666666667,25.6777333333333
"651","Plasma membrane calcium-transporting ATPase 1;Calcium-transporting ATPase","ATP2B1",24.3809333333333,24.3695,31.1473333333333,24.4883666666667,28.0175666666667,30.5575333333333
"652","Plasma membrane calcium-transporting ATPase 4","ATP2B4",24.0673666666667,27.0640666666667,29.8262,24.7575333333333,28.7316,30.1166333333333
"653","ATP synthase subunit beta, mitochondrial;ATP synthase subunit beta","ATP5B",28.3835333333333,27.1311333333333,28.9786333333333,27.6253,27.3855333333333,28.9013666666667
"654","V-type proton ATPase subunit S1","ATP6AP1",26.0851666666667,25.0826333333333,24.3342,24.7552,25.1526333333333,24.7518333333333
"655","Renin receptor","ATP6AP2",28.1550666666667,24.2225666666667,24.5709333333333,26.4769333333333,25.217,24.6468666666667
"656","V-type proton ATPase catalytic subunit A","ATP6V1A",25.5613666666667,26.1694666666667,27.7329666666667,24.6266,26.011,27.6393666666667
"657","V-type proton ATPase subunit B, brain isoform","ATP6V1B2",25.4042,24.0184,28.0137333333333,24.7026333333333,24.5818333333333,26.9853
"658","V-type proton ATPase subunit E 1","ATP6V1E1",23.8682333333333,24.9977666666667,26.6019666666667,24.2811333333333,24.2517,24.9885666666667
"659","Attractin","ATRN",25.2627333333333,24.5002,25.1706333333333,26.3537,25.2175,24.7625
"660","Tyrosine-protein kinase receptor UFO;Receptor protein-tyrosine kinase","AXL",27.2548666666667,25.248,24.1135,27.1952666666667,25.4042,23.7898666666667
"661","Beta-2-microglobulin;Beta-2-microglobulin form pI 5.3","B2M",34.3925333333333,32.6097,32.6716,34.3612,32.1061333333333,32.1429666666667
"662","Barrier-to-autointegration factor;Barrier-to-autointegration factor, N-terminally processed","BANF1",25.3469666666667,24.9909,23.4756666666667,24.2184,25.3922,24.1058666666667
"663","Brain acid soluble protein 1","BASP1",28.4420666666667,27.0685,32.0586,28.8165666666667,25.9579666666667,32.2429666666667
"664","Apoptosis regulator BAX","BAX",25.0679666666667,25.2358333333333,24.9517,24.7209,24.8048,24.7982
"665","Basal cell adhesion molecule","BCAM",24.2560333333333,25.3980666666667,27.6337333333333,24.8617666666667,26.7228333333333,27.2977333333333
"666","B2 bradykinin receptor","BDKRB2",24.8326666666667,24.6132333333333,28.4694,24.2153666666667,24.7890666666667,28.1606333333333
"667","Biglycan","BGN",32.5809333333333,29.3507,27.3821666666667,31.8026,27.5428666666667,27.1733333333333
"668","Protein BRICK1","BRK1",24.7970666666667,25.1687,26.7319,23.7536333333333,25.3438333333333,27.2555666666667
"669","Overexpressed in colon carcinoma 1 protein","C12orf75;OCC1",24.2211333333333,24.2806,27.3975333333333,24.0230333333333,24.1130666666667,27.1630666666667
"670","Complement C1q tumor necrosis factor-related protein 3","C1QTNF3-AMACR;C1QTNF3",26.3776,26.7060666666667,23.8850333333333,27.9985,25.8713,24.3094666666667
"671","Complement component C8 beta chain","C8B",26.0354666666667,25.5135666666667,24.0883333333333,25.9857333333333,25.2338,24.7329333333333
"672","CAD protein;Glutamine-dependent carbamoyl-phosphate synthase;Aspartate carbamoyltransferase;Dihydroorotase","CAD",25.3718666666667,25.1810333333333,26.1095666666667,24.2613666666667,25.1167,25.8518666666667
"673","Cell adhesion molecule 1","CADM1",24.5473333333333,25.4363,28.4169333333333,24.0713,26.8493333333333,28.0095666666667
"674",NA,"CALD1",25.6322,25.3199666666667,24.7775333333333,28.7123666666667,25.4389333333333,24.7111333333333
"675","Caldesmon","CALD1",29.7576,28.6057333333333,28.4135666666667,30.0724666666667,27.6788666666667,29.2351666666667
"676",NA,"CALM2;CALM1",24.4406333333333,28.7628333333333,30.7067,25.7394666666667,29.7642,30.8817333333333
"677","Calreticulin","CALR",29.6378666666667,27.4997333333333,28.0963,28.9773333333333,26.4056333333333,28.2909
"678","Calumenin","CALU",30.7074,27.1607666666667,23.5517,30.8782333333333,25.7562333333333,25.433
"679","Cullin-associated NEDD8-dissociated protein 1","CAND1",26.4366666666667,25.6495666666667,27.3603,26.6851666666667,26.0594,27.5406666666667
"680","Calnexin","CANX",24.1842333333333,24.1450666666667,28.1645,24.5284333333333,25.8140333333333,28.2633666666667
"681","Macrophage-capping protein","CAPG",24.5768,24.5068666666667,25.1893666666667,23.7653333333333,25.2961666666667,25.4045
"682","Calpain-2 catalytic subunit","CAPN2",27.2794333333333,25.2876666666667,27.1508666666667,24.9848333333333,25.2219333333333,27.4708
"683","Calpain-5","CAPN5",24.459,25.2190666666667,28.5200666666667,23.2998,24.5644666666667,26.4889
"684","Calpain small subunit 1","CAPNS1",25.9653666666667,25.2969666666667,27.3622666666667,25.6365333333333,25.3573333333333,25.9256333333333
"685","F-actin-capping protein subunit alpha-1","CAPZA1",29.9269333333333,26.9258333333333,28.8434,28.7622666666667,29.2443333333333,29.2609
"686","F-actin-capping protein subunit alpha-2","CAPZA2",26.3060333333333,25.1819666666667,26.8394333333333,24.6410333333333,25.1926,26.2504666666667
"687",NA,"CAPZB",28.4675666666667,26.2370333333333,29.3927,27.4568333333333,24.7630666666667,29.2655666666667
"688","Peripheral plasma membrane protein CASK","CASK",24.3466,25.3082333333333,26.5296666666667,24.2552333333333,24.7410666666667,27.527
"689","Calpastatin","CAST",25.9270666666667,24.5761333333333,24.2896666666667,25.9342666666667,25.2144333333333,24.5847333333333
"690","Coiled-coil domain-containing protein 50","CCDC50",23.9253666666667,25.5902333333333,28.5667666666667,24.7159666666667,24.7279,29.0079666666667
"691","C-C motif chemokine 2","CCL2",27.6417333333333,24.8091666666667,23.5106666666667,25.8482333333333,25.1872333333333,25.0377666666667
"692","Cyclin-Y","CCNY",24.6923666666667,24.5966,24.4443,23.9919333333333,24.8189,25.0909666666667
"693","T-complex protein 1 subunit delta","CCT4",29.0341666666667,29.0422666666667,30.2969666666667,27.4100333333333,28.2217666666667,29.7405
"694","T-complex protein 1 subunit epsilon","CCT5",28.2749666666667,27.4806333333333,28.9253333333333,27.8651666666667,29.2206666666667,28.4087666666667
"695","T-complex protein 1 subunit eta","CCT7",27.8814,26.2117,29.255,25.1012666666667,26.5526333333333,28.5595
"696","Endosialin","CD248",30.337,29.6565666666667,29.6593333333333,29.3236666666667,28.8063,29.5692666666667
"697","Complement decay-accelerating factor","CD55",24.6010666666667,24.697,26.0919,23.2659666666667,25.1394333333333,24.3986333333333
"698","Cell division control protein 42 homolog","CDC42",26.7689666666667,25.6167666666667,30.8354,25.6852666666667,26.6903333333333,30.0501666666667
"699","Cadherin-11","CDH11",27.6868,25.8604333333333,29.4615666666667,28.1514333333333,24.5343,28.8783
"700","Cadherin-2","CDH2",24.1053333333333,25.8476666666667,28.0826333333333,23.9114,24.9184666666667,27.7141
"701","Complement factor H","CFH",29.1209,27.4102666666667,24.0006666666667,29.6118666666667,24.9887,24.5525
"702","Cofilin-1","CFL1",33.0286,31.3160333333333,32.6088666666667,32.1005666666667,31.9261333333333,33.0588666666667
"703","Cofilin-2","CFL2",28.4447,24.9749,27.213,27.5655666666667,25.1850666666667,28.3672333333333
"704","Chitinase domain-containing protein 1","CHID1",26.3902666666667,25.2503666666667,24.824,26.1557333333333,25.2144666666667,24.7895
"705","Charged multivesicular body protein 4b","CHMP4B",23.9393666666667,24.8739333333333,27.0266666666667,24.7238666666667,25.0789333333333,27.707
"706","Charged multivesicular body protein 6","CHMP6",24.524,25.2442333333333,24.9873,24.0025333333333,25.2487,25.3601
"707","Calcineurin B homologous protein 1","CHP1",25.3564666666667,25.3573333333333,26.341,24.7614333333333,25.3437666666667,24.8537666666667
"708","Creatine kinase B-type","CKB",26.7307,26.5795666666667,27.3548333333333,26.2458,26.6723666666667,27.4487
"709","C-type lectin domain family 11 member A","CLEC11A",30.9590333333333,26.8091333333333,26.2849666666667,27.9112333333333,25.1654666666667,25.9798333333333
"710","CXADR-like membrane protein","CLMP",24.1185666666667,24.6862666666667,27.4379666666667,24.6066333333333,25.2267333333333,25.9683666666667
"711","Clathrin light chain A","CLTA",25.1293333333333,25.4926333333333,29.9715,24.5403333333333,24.8052333333333,30.0125
"712","Clathrin light chain B","CLTB",23.9685333333333,24.8826333333333,27.1929333333333,24.7011,25.0756333333333,26.1451
"713","Clathrin heavy chain;Clathrin heavy chain 1","CLTC",29.6565666666667,29.3269,32.4416,29.1162,30.0764333333333,32.6492666666667
"714","Clusterin;Clusterin beta chain;Clusterin alpha chain","CLU",32.3993666666667,31.0965333333333,30.3378,33.6679,29.7221666666667,31.2692666666667
"715","Connector enhancer of kinase suppressor of ras 3","CNKSR3",25.9824333333333,25.2221333333333,24.1062,27.2665333333333,25.2360666666667,24.4035
"716","2,3-cyclic-nucleotide 3-phosphodiesterase","CNP",24.5945666666667,24.8966,29.4420666666667,23.8686333333333,25.4977,29.2894666666667
"717","Collagen alpha-1(XI) chain","COL11A1",27.8711666666667,26.2625666666667,24.9105666666667,28.4182,24.7767333333333,24.8481333333333
"718","Collagen alpha-1(XVI) chain","COL16A1",27.5027666666667,25.3072,23.4919333333333,27.4966333333333,24.8989333333333,24.5426666666667
"719","Collagen alpha-1(XVIII) chain;Endostatin","COL18A1",29.9944,26.6210666666667,28.7398333333333,28.0367666666667,27.7453666666667,27.5047333333333
"720","Collagen alpha-1(IV) chain;Arresten","COL4A1",31.1034333333333,26.6454,29.28,31.1763,24.8707,28.0017666666667
"721","Collagen alpha-2(IV) chain;Canstatin","COL4A2",32.4001333333333,29.1264,27.6544,32.6381,26.8851,27.5078333333333
"722","Collagen alpha-1(V) chain","COL5A1",31.6946333333333,29.1329,26.8583,31.4771333333333,28.5828666666667,27.9119666666667
"723","Collagen alpha-2(V) chain","COL5A2",30.485,29.8708333333333,24.3555,33.3167,29.7472333333333,26.1972333333333
"724","Collagen alpha-1(VIII) chain;Vastatin","COL8A1",24.7535333333333,24.8187666666667,24.2913333333333,27.5495666666667,24.7477666666667,24.9853333333333
"725","Collectin-10","COLEC10",28.8542333333333,25.3354666666667,23.6380666666667,27.4873,24.9526333333333,24.5492
"726","Procollagen galactosyltransferase 1","COLGALT1",24.3554666666667,24.8487,25.8102,24.3707333333333,24.6232,25.5396666666667
"727","Cartilage oligomeric matrix protein","COMP",27.8010333333333,24.8120666666667,24.3939,28.5388,24.7025666666667,24.6019666666667
"728","Coatomer subunit alpha;Xenin;Proxenin","COPA",24.5043333333333,25.4586333333333,27.5147,24.3413666666667,24.9313666666667,27.7020333333333
"729","Coatomer subunit epsilon","COPE",24.6632666666667,24.8351333333333,24.8424,24.6859,24.5424333333333,24.3479666666667
"730","Coatomer subunit gamma-1","COPG1",24.6930666666667,24.9031,26.7377666666667,24.0298333333333,25.212,26.0540666666667
"731","COP9 signalosome complex subunit 3","COPS3",24.6112,25.2203,24.9224666666667,24.3862666666667,24.8500333333333,24.5872666666667
"732","Coronin-1C;Coronin","CORO1C",30.7343333333333,25.6331,29.9961,29.5234666666667,25.9604333333333,29.5515666666667
"733","Coronin-2B","CORO2B",24.7801,24.3935666666667,25.5506666666667,24.5103666666667,24.4404,24.9024333333333
"734","Carboxypeptidase A4","CPA4",26.4974666666667,24.3591,25.0203666666667,29.0989,24.9872666666667,24.7168666666667
"735","Carboxypeptidase E","CPE",24.9752,24.6558,23.841,27.1559,24.6565,24.8886
"736","Copine-1","CPNE1",23.4069,25.7858333333333,26.8871666666667,24.2622333333333,24.9434666666667,27.4984666666667
"737","Granulocyte colony-stimulating factor","CSF3",28.1746666666667,24.7074666666667,24.8294333333333,24.8182,24.8020333333333,24.7959666666667
"738","Cysteine and glycine-rich protein 1","CSRP1",28.7610666666667,24.7988666666667,28.6431666666667,28.9341666666667,28.2722333333333,29.2078
"739","Cystatin-C","CST3",34.0463,31.7143666666667,27.8849666666667,31.0085333333333,30.3346666666667,31.2367666666667
"740","Collagen triple helix repeat-containing protein 1","CTHRC1",29.0865,25.0552333333333,24.3618333333333,28.4536333333333,25.2480333333333,24.2702
"741","Catenin alpha-1","CTNNA1",24.4517333333333,25.0409666666667,30.4211333333333,23.6871,27.9254,30.1850666666667
"742","Catenin beta-1","CTNNB1",24.2877,25.0672666666667,28.4690333333333,24.2119,25.1165333333333,29.213
"743","Catenin delta-1","CTNND1",24.6495666666667,24.3256333333333,30.375,24.5207333333333,25.0753333333333,30.1934
"744","Carboxypeptidase;Lysosomal protective protein;Lysosomal protective protein 32 kDa chain;Lysosomal protective protein 20 kDa chain","CTSA",26.5113333333333,24.1347666666667,24.0476333333333,26.055,25.1727333333333,24.8897333333333
"745","Cathepsin B;Cathepsin B light chain;Cathepsin B heavy chain","CTSB",33.7674,31.2824666666667,29.2241666666667,30.5430333333333,28.9463,31.6544
"746","Dipeptidyl peptidase 1;Dipeptidyl peptidase 1 exclusion domain chain;Dipeptidyl peptidase 1 heavy chain;Dipeptidyl peptidase 1 light chain","CTSC",26.0801666666667,24.7150666666667,24.2368333333333,27.5018666666667,25.4591666666667,24.9309666666667
"747","Cathepsin D;Cathepsin D light chain;Cathepsin D heavy chain","CTSD",29.1182666666667,24.9879333333333,24.1428666666667,26.3232666666667,25.5241,24.4679333333333
"748","Cathepsin L1;Cathepsin L1 heavy chain;Cathepsin L1 light chain","CTSL",29.7773333333333,26.8069,24.0608333333333,26.5740666666667,25.5957333333333,24.3961666666667
"749","Interleukin-8;MDNCF-a;Interleukin-8;IL-8(5-77);IL-8(6-77);IL-8(7-77);IL-8(8-77);IL-8(9-77);C-X-C motif chemokine","CXCL8",34.779,29.6435666666667,28.4185333333333,25.6909333333333,26.9718333333333,30.2848333333333
"750","Cytoplasmic FMR1-interacting protein 1","CYFIP1",24.9732666666667,24.5696333333333,27.8749333333333,24.3190333333333,25.5886,28.1054
"751","Protein CYR61","CYR61",30.6753666666667,28.1070666666667,29.1104666666667,28.0112,25.4171666666667,29.1635333333333
"752","Dystroglycan;Alpha-dystroglycan;Beta-dystroglycan","DAG1",27.8244666666667,24.7157666666667,24.1749,28.1721666666667,24.7793,24.4841
"753","Dermcidin;Survival-promoting peptide;DCD-1","DCD",24.4773333333333,27.2482,26.4082666666667,24.9144666666667,27.7841333333333,26.4198333333333
"754","Protocadherin-16","DCHS1",24.9480333333333,25.3003,25.7219666666667,24.1930666666667,25.3778,25.8617
"755","Dynactin subunit 2","DCTN2",27.3061666666667,25.0267666666667,23.8074666666667,25.4636,24.6226,24.6619
"756","ATP-dependent RNA helicase DDX1","DDX1",26.5976,25.4205333333333,24.3161666666667,25.5792333333333,24.4105666666667,25.0062
"757","Disco-interacting protein 2 homolog B","DIP2B",23.7756666666667,25.2418333333333,27.1933333333333,24.9484666666667,24.7954333333333,27.7689
"758",NA,"DKFZp686J1372",28.4333333333333,25.3241,24.4059666666667,27.0804333333333,25.7153,24.769
"759","Dickkopf-related protein 3","DKK3",31.1764666666667,29.2167,26.9106666666667,29.7093666666667,26.6052666666667,28.256
"760","Disks large homolog 1","DLG1",24.8121666666667,25.4051,25.5818333333333,24.2937333333333,25.5195,25.6629
"761","Dynamin-2","DNM2",23.9349,24.9428,26.5218666666667,24.4138,25.2788333333333,26.0478666666667
"762","Dihydropyrimidinase-related protein 2","DPYSL2",26.8894666666667,27.8289333333333,28.7209,26.3229666666667,27.4412,29.6292666666667
"763","Desmoglein-1","DSG1",24.4146,24.6245333333333,25.3043666666667,23.968,25.2070333333333,25.3184
"764","Desmoplakin","DSP",26.5540333333333,24.6793666666667,24.2690666666667,28.3682333333333,24.9579,24.3008666666667
"765","Cytoplasmic dynein 1 light intermediate chain 2","DYNC1LI2",25.0374666666667,24.3169666666667,24.9210333333333,24.4474666666667,25.0327,25.507
"766","EGF-like repeat and discoidin I-like domain-containing protein 3","EDIL3",29.4189666666667,29.0798333333333,34.2849,28.7617,31.4381,33.5631
"767","Early endosome antigen 1","EEA1",25.8686333333333,25.0384666666667,23.7795666666667,25.9542333333333,24.9806,23.5687
"768","Elongation factor 1-alpha 1;Putative elongation factor 1-alpha-like 3;Elongation factor 1-alpha","EEF1A1;EEF1A1P5",32.3851666666667,31.2606,31.9277666666667,31.2708333333333,31.4013333333333,31.9801
"769","Elongation factor 1-beta","EEF1B2",24.6930333333333,25.0114,26.4865666666667,24.7147,25.6750333333333,26.4376
"770","Elongation factor 1-delta","EEF1D",27.2469666666667,25.2954,27.1118333333333,26.0927333333333,24.3486666666667,27.686
"771","Elongation factor 2","EEF2",30.6921333333333,28.8560666666667,30.8305333333333,29.6377666666667,29.1126333333333,30.1676
"772","EGF-containing fibulin-like extracellular matrix protein 2","EFEMP2",29.2656,29.6683666666667,27.5687333333333,29.9047333333333,25.9815666666667,28.1042
"773","EH domain-containing protein 1","EHD1",25.5256,25.5527,30.9953333333333,24.4252333333333,24.1417666666667,30.6361333333333
"774","EH domain-containing protein 3","EHD3",23.9798,24.514,26.7252333333333,24.4120666666667,24.6547,26.9785333333333
"775","EH domain-containing protein 4","EHD4",24.2693,24.8399666666667,28.2149666666667,24.2550333333333,24.8956666666667,27.9604
"776","Eukaryotic translation initiation factor 1","EIF1",26.2856333333333,24.8528,24.1162666666667,25.0542333333333,24.6716,24.4218
"777","Eukaryotic translation initiation factor 3 subunit A","EIF3A",24.7973666666667,25.6522666666667,25.0238666666667,23.6073,24.8192,25.0369666666667
"778","Eukaryotic translation initiation factor 3 subunit B","EIF3B",24.9839,24.5480333333333,24.5615333333333,24.2886666666667,25.3885,25.4651666666667
"779","Eukaryotic translation initiation factor 3 subunit C;Eukaryotic translation initiation factor 3 subunit C-like protein","EIF3C;EIF3CL",24.4765666666667,24.7540333333333,25.3758,24.2114666666667,25.0771,25.2953666666667
"780","Eukaryotic translation initiation factor 3 subunit D","EIF3D",23.6484333333333,25.7423333333333,25.9836333333333,24.1125333333333,24.6058333333333,26.3734333333333
"781","Eukaryotic translation initiation factor 4H","EIF4H",24.7650333333333,24.9512333333333,26.6696333333333,24.5298333333333,24.6549333333333,24.9968333333333
"782","Eukaryotic translation initiation factor 6","EIF6",25.8750666666667,25.2823,25.4254666666667,24.1886333333333,25.6667333333333,25.0242666666667
"783","Protein enabled homolog","ENAH",25.2846666666667,24.8634333333333,24.0537,25.1035666666667,25.3207,23.7304666666667
"784","Alpha-enolase","ENO1",33.2279,31.9377666666667,32.5306333333333,32.3917333333333,32.5825666666667,32.6332
"785","Ectonucleotide pyrophosphatase/phosphodiesterase family member 2","ENPP2",24.3010333333333,24.8087,23.5037333333333,26.3229333333333,25.4777333333333,24.2784
"786","Bifunctional glutamate/proline--tRNA ligase;Glutamate--tRNA ligase;Proline--tRNA ligase","EPRS",26.7243333333333,25.2782,26.9067666666667,26.5573333333333,25.2199333333333,26.3536666666667
"787","Endoplasmic reticulum aminopeptidase 1","ERAP1",26.5350666666667,24.4328666666667,23.7278333333333,24.4914,24.8377666666667,24.8742333333333
