Protein names,Gene names,OIS_CM,OIS_F20,OIS_F8,Vector_CM,Vector_F20,Vector_F8
Voltage-dependent anion-selective channel protein 2,VDAC2,24.299433333333337,24.909033333333337,24.165333333333336,24.353166666666667,24.791133333333335,26.28873333333333
Vacuolar protein sorting-associated protein 35,VPS35,24.7861,25.59093333333333,26.9538,23.800366666666665,25.4122,24.3964
Vacuolar protein sorting-associated protein 37B,VPS37B,23.834266666666664,24.738199999999996,23.5686,24.212166666666665,25.394366666666667,27.212
von Willebrand factor A domain-containing protein 5A,VWA5A,24.381533333333334,25.480166666666666,26.076999999999998,24.370433333333335,25.663600000000002,24.480499999999996
"Tryptophan--tRNA ligase, cytoplasmic;T1-TrpRS;T2-TrpRS",WARS,27.411833333333334,26.267533333333333,26.951133333333335,27.043599999999998,25.105666666666668,28.33373333333333
WD repeat-containing protein 64,WDR64,23.852333333333334,25.364033333333335,30.3272,24.571733333333338,24.816833333333335,24.977999999999998
Protein wntless homolog,WLS,24.23906666666667,24.128733333333333,27.54863333333333,24.3576,25.2564,24.974533333333337
Protein Wnt-5a;Protein Wnt,WNT5A,30.175233333333335,28.661933333333334,32.19823333333333,26.604,26.545833333333334,30.37013333333333
Protein Wnt-5b;Protein Wnt,WNT5B,24.036366666666666,25.4061,29.089766666666666,24.137600000000003,25.089,27.2462
X-ray repair cross-complementing protein 5,XRCC5,24.154633333333333,25.199333333333332,24.017899999999997,24.55366666666667,24.8245,26.316100000000002
X-ray repair cross-complementing protein 6,XRCC6,24.869533333333333,26.2152,24.505233333333337,23.559833333333334,24.131933333333336,28.346266666666665
"14-3-3 protein beta/alpha;14-3-3 protein beta/alpha, N-terminally processed",YWHAB,30.45573333333333,28.424933333333332,30.71013333333333,29.07133333333333,28.8896,29.9706
Zinc finger CCCH-type antiviral protein 1,ZC3HAV1,23.62563333333333,25.04756666666667,27.720299999999998,23.404700000000002,24.070766666666668,24.75493333333333
Palmitoyltransferase;Probable palmitoyltransferase ZDHHC20,ZDHHC20,24.654533333333333,24.639,28.039,23.928600000000003,24.942933333333333,24.676199999999998
Alpha-2-macroglobulin,A2M,24.0167,27.970699999999997,23.876966666666664,26.625633333333337,27.552466666666664,24.673766666666666
Mth938 domain-containing protein,AAMDC,25.0515,25.24076666666667,24.79213333333333,24.62136666666667,24.743133333333333,24.907766666666664
Multidrug resistance-associated protein 1,ABCC1,23.6534,25.353133333333336,26.6116,24.440499999999997,25.528499999999998,26.986099999999997
Abl interactor 1,ABI1,24.790633333333336,25.296499999999998,27.601733333333332,23.619633333333336,25.071533333333335,27.466499999999996
Actin-binding LIM protein 3,ABLIM3,24.3569,24.907366666666665,24.898633333333333,25.102733333333333,25.093099999999996,24.467666666666663
"Acetyl-CoA acetyltransferase, cytosolic",ACAT2,24.410733333333337,24.471999999999998,24.3447,25.6136,25.1627,24.245333333333335
"Actin, cytoplasmic 1;Actin, cytoplasmic 1, N-terminally processed",ACTB,24.463233333333335,30.95793333333333,30.08106666666667,23.842166666666667,31.3486,30.99393333333333
Alpha-actinin-1,ACTN1,29.35196666666667,28.2205,29.191166666666664,29.911166666666663,27.28873333333333,29.444466666666667
Alpha-centractin,ACTR1A,25.057266666666667,25.699033333333336,27.2517,24.7093,25.655966666666668,26.6533
Actin-related protein 3,ACTR3,28.513733333333334,28.321933333333334,29.667333333333332,27.27206666666667,27.713733333333334,29.09523333333333
Disintegrin and metalloproteinase domain-containing protein 17,ADAM17,24.84653333333333,24.138733333333334,27.9823,23.840100000000003,25.653933333333338,27.363833333333332
Disintegrin and metalloproteinase domain-containing protein 19,ADAM19,28.566433333333336,25.063833333333335,24.5574,26.2847,24.8952,24.134233333333338
Disintegrin and metalloproteinase domain-containing protein 9,ADAM9,29.23013333333333,24.8858,29.7424,29.81856666666667,24.950266666666664,29.858533333333337
A disintegrin and metalloproteinase with thrombospondin motifs 1,ADAMTS1,28.670333333333332,24.926833333333335,26.427033333333338,27.06556666666667,25.157,27.344066666666663
A disintegrin and metalloproteinase with thrombospondin motifs 12,ADAMTS12,28.1718,25.63403333333333,25.856966666666665,25.512266666666665,25.07636666666666,24.979633333333336
Alpha-adducin,ADD1,24.891000000000002,25.479533333333336,28.4658,24.336833333333335,25.417299999999997,27.950933333333335
Gamma-adducin,ADD3,24.913866666666667,24.43556666666667,27.4135,23.464333333333332,25.1596,27.299666666666667
Alcohol dehydrogenase class-3,ADH5,25.527066666666666,26.4846,27.987799999999996,23.679066666666667,24.5138,27.957666666666668
ADM;Adrenomedullin;Proadrenomedullin N-20 terminal peptide,ADM,25.9879,26.15386666666667,24.272366666666667,29.4281,29.310766666666666,24.704833333333337
Adipocyte enhancer-binding protein 1,AEBP1,28.782633333333337,24.714133333333333,27.72583333333333,28.942933333333333,24.842033333333333,27.26863333333333
Alpha-fetoprotein,AFP,27.54216666666667,25.474,24.38416666666667,28.204700000000003,24.641033333333336,24.991200000000003
Adenosylhomocysteinase,AHCY,26.7769,24.444266666666664,26.755566666666667,28.049666666666667,24.701999999999998,27.0077
Alcohol dehydrogenase [NADP(+)],AKR1A1,26.240566666666666,25.675633333333337,25.551766666666666,24.617666666666665,24.436433333333337,24.625600000000002
Aldose reductase,AKR1B1,30.168066666666665,25.50593333333333,28.60943333333333,28.264033333333334,25.744500000000002,27.935000000000002
Aflatoxin B1 aldehyde reductase member 2,AKR7A2,24.416200000000003,24.16543333333333,25.834333333333333,24.566766666666666,25.531766666666666,25.717766666666666
4-trimethylaminobutyraldehyde dehydrogenase,ALDH9A1,25.0838,25.220766666666666,24.8083,24.755433333333333,25.172233333333335,24.658666666666665
Fructose-bisphosphate aldolase A;Fructose-bisphosphate aldolase,ALDOA,32.89906666666667,33.4026,33.03976666666667,32.4138,32.64163333333334,32.58703333333333
Annexin A1;Annexin,ANXA1,25.702299999999997,29.535933333333332,32.25903333333333,24.684033333333332,29.50616666666667,32.84546666666667
Annexin A11,ANXA11,24.781533333333332,25.4991,30.6099,24.608333333333334,26.682133333333336,30.1126
Annexin,ANXA4,24.84766666666667,27.105766666666668,28.139499999999998,23.688866666666666,27.015966666666667,29.023300000000003
Annexin A6;Annexin,ANXA6,27.231733333333334,29.0977,33.42476666666666,24.6109,30.884766666666668,33.031933333333335
AP-2 complex subunit alpha-1,AP2A1,24.552666666666667,25.0996,27.840633333333333,24.4709,25.799966666666666,27.3443
"DNA-(apurinic or apyrimidinic site) lyase;DNA-(apurinic or apyrimidinic site) lyase, mitochondrial",APEX1,25.316333333333336,25.219266666666666,24.975733333333334,25.471166666666665,24.876033333333336,24.784666666666666
Amyloid-like protein 2,APLP2,27.167833333333334,24.901,24.313299999999998,25.148799999999998,25.1906,24.37053333333333
Apolipoprotein M,APOM,26.554466666666666,24.2441,24.605099999999997,26.610566666666667,25.697333333333333,26.5364
Amyloid beta A4 protein;N-APP;Soluble APP-alpha;Soluble APP-beta;C99;Beta-amyloid protein 42;Beta-amyloid protein 40;C83;P3(42);P3(40);C80;Gamma-secretase C-terminal fragment 59;Gamma-secretase C-terminal fragment 57;Gamma-secretase C-terminal fragment 50;C31,APP,31.853400000000004,27.88173333333333,24.9793,30.795433333333335,25.443600000000004,25.216066666666666
Amphiregulin,AREG,31.634533333333334,27.65716666666667,28.3606,24.7646,27.069499999999994,28.851533333333332
Rho GDP-dissociation inhibitor 1,ARHGDIA,29.80163333333333,25.842466666666667,29.062366666666666,29.068766666666665,26.046533333333333,29.149966666666668
ADP-ribosylation factor-like protein 3,ARL3,24.597066666666667,24.965033333333334,25.347866666666665,24.003133333333334,24.7617,25.028266666666667
Actin-related protein 2/3 complex subunit 2,ARPC2,27.038700000000002,24.828166666666664,25.0239,26.83066666666667,25.019266666666667,24.372133333333334
Actin-related protein 2/3 complex subunit 5,ARPC5,24.866266666666665,24.703466666666667,27.753566666666668,23.991200000000003,27.221766666666667,25.323966666666667
Bifunctional purine biosynthesis protein PURH;Phosphoribosylaminoimidazolecarboxamide formyltransferase;IMP cyclohydrolase,ATIC,24.927999999999997,25.346099999999996,27.69836666666667,23.6611,24.752166666666668,27.767566666666667
Sodium/potassium-transporting ATPase subunit beta-3,ATP1B3,24.683866666666663,25.596833333333336,27.8552,24.528033333333337,25.887466666666665,25.677733333333336
Plasma membrane calcium-transporting ATPase 1;Calcium-transporting ATPase,ATP2B1,24.38093333333333,24.369500000000002,31.147333333333336,24.488366666666668,28.017566666666667,30.557533333333335
Plasma membrane calcium-transporting ATPase 4,ATP2B4,24.06736666666667,27.064066666666665,29.8262,24.75753333333333,28.7316,30.116633333333336
"ATP synthase subunit beta, mitochondrial;ATP synthase subunit beta",ATP5B,28.383533333333332,27.131133333333334,28.978633333333335,27.6253,27.38553333333333,28.90136666666667
V-type proton ATPase subunit S1,ATP6AP1,26.085166666666666,25.082633333333334,24.3342,24.7552,25.15263333333333,24.751833333333334
Renin receptor,ATP6AP2,28.155066666666666,24.22256666666667,24.570933333333333,26.476933333333335,25.217,24.646866666666668
V-type proton ATPase catalytic subunit A,ATP6V1A,25.561366666666668,26.169466666666665,27.73296666666667,24.6266,26.011,27.63936666666667
"V-type proton ATPase subunit B, brain isoform",ATP6V1B2,25.404200000000003,24.0184,28.013733333333334,24.702633333333335,24.581833333333332,26.985300000000006
V-type proton ATPase subunit E 1,ATP6V1E1,23.868233333333333,24.997766666666667,26.601966666666666,24.281133333333333,24.2517,24.988566666666667
Attractin,ATRN,25.262733333333333,24.500200000000003,25.17063333333333,26.353700000000003,25.2175,24.7625
Tyrosine-protein kinase receptor UFO;Receptor protein-tyrosine kinase,AXL,27.25486666666667,25.248,24.113500000000002,27.19526666666667,25.4042,23.78986666666667
Beta-2-microglobulin;Beta-2-microglobulin form pI 5.3,B2M,34.392533333333326,32.609700000000004,32.671600000000005,34.3612,32.10613333333333,32.142966666666666
"Barrier-to-autointegration factor;Barrier-to-autointegration factor, N-terminally processed",BANF1,25.346966666666663,24.9909,23.475666666666665,24.2184,25.3922,24.105866666666667
Brain acid soluble protein 1,BASP1,28.442066666666665,27.0685,32.05859999999999,28.81656666666667,25.957966666666664,32.24296666666667
Apoptosis regulator BAX,BAX,25.067966666666667,25.235833333333332,24.9517,24.7209,24.8048,24.798199999999998
Basal cell adhesion molecule,BCAM,24.256033333333335,25.398066666666665,27.633733333333335,24.861766666666668,26.722833333333337,27.29773333333333
B2 bradykinin receptor,BDKRB2,24.832666666666665,24.61323333333333,28.469399999999997,24.215366666666668,24.789066666666667,28.160633333333333
Biglycan,BGN,32.58093333333334,29.3507,27.382166666666667,31.802599999999998,27.54286666666667,27.173333333333336
Protein BRICK1,BRK1,24.797066666666666,25.1687,26.731899999999996,23.75363333333333,25.343833333333333,27.255566666666667
Overexpressed in colon carcinoma 1 protein,C12orf75;OCC1,24.22113333333333,24.280600000000003,27.39753333333333,24.02303333333333,24.11306666666667,27.163066666666666
Complement C1q tumor necrosis factor-related protein 3,C1QTNF3-AMACR;C1QTNF3,26.3776,26.70606666666667,23.88503333333333,27.998499999999996,25.8713,24.309466666666665
Complement component C8 beta chain,C8B,26.035466666666668,25.513566666666666,24.088333333333335,25.985733333333332,25.233800000000002,24.732933333333335
CAD protein;Glutamine-dependent carbamoyl-phosphate synthase;Aspartate carbamoyltransferase;Dihydroorotase,CAD,25.371866666666666,25.181033333333335,26.109566666666666,24.261366666666664,25.116699999999998,25.851866666666666
Cell adhesion molecule 1,CADM1,24.54733333333333,25.4363,28.416933333333333,24.071299999999997,26.849333333333334,28.009566666666668
,CALD1,25.6322,25.31996666666667,24.777533333333334,28.712366666666668,25.438933333333335,24.711133333333333
Caldesmon,CALD1,29.7576,28.605733333333333,28.413566666666668,30.072466666666667,27.678866666666664,29.235166666666668
,CALM2;CALM1,24.440633333333334,28.762833333333333,30.7067,25.73946666666667,29.7642,30.881733333333333
Calreticulin,CALR,29.637866666666667,27.499733333333335,28.0963,28.977333333333334,26.40563333333333,28.290900000000004
Calumenin,CALU,30.707399999999996,27.160766666666664,23.5517,30.87823333333333,25.756233333333338,25.433000000000003
Cullin-associated NEDD8-dissociated protein 1,CAND1,26.436666666666667,25.64956666666667,27.3603,26.685166666666664,26.0594,27.540666666666663
Calnexin,CANX,24.184233333333328,24.14506666666667,28.1645,24.52843333333333,25.814033333333338,28.263366666666666
Macrophage-capping protein,CAPG,24.576800000000002,24.506866666666667,25.18936666666667,23.76533333333333,25.296166666666664,25.4045
Calpain-2 catalytic subunit,CAPN2,27.279433333333333,25.287666666666667,27.15086666666667,24.98483333333333,25.221933333333336,27.470799999999997
Calpain-5,CAPN5,24.459,25.219066666666667,28.52006666666667,23.2998,24.564466666666664,26.4889
Calpain small subunit 1,CAPNS1,25.965366666666664,25.296966666666663,27.36226666666667,25.636533333333333,25.357333333333333,25.925633333333334
F-actin-capping protein subunit alpha-1,CAPZA1,29.926933333333334,26.925833333333333,28.843400000000003,28.762266666666665,29.244333333333334,29.260900000000003
F-actin-capping protein subunit alpha-2,CAPZA2,26.306033333333332,25.181966666666668,26.839433333333332,24.641033333333336,25.1926,26.250466666666668
,CAPZB,28.46756666666667,26.237033333333333,29.3927,27.456833333333332,24.763066666666663,29.26556666666667
Peripheral plasma membrane protein CASK,CASK,24.3466,25.308233333333334,26.529666666666667,24.255233333333337,24.74106666666667,27.527
Calpastatin,CAST,25.927066666666665,24.576133333333335,24.289666666666665,25.93426666666667,25.214433333333332,24.584733333333332
Coiled-coil domain-containing protein 50,CCDC50,23.925366666666665,25.590233333333334,28.566766666666666,24.715966666666663,24.727899999999995,29.007966666666665
C-C motif chemokine 2,CCL2,27.641733333333335,24.809166666666666,23.510666666666665,25.84823333333333,25.187233333333335,25.037766666666666
Cyclin-Y,CCNY,24.69236666666667,24.5966,24.4443,23.991933333333336,24.8189,25.090966666666663
T-complex protein 1 subunit delta,CCT4,29.034166666666668,29.042266666666666,30.296966666666666,27.41003333333333,28.221766666666667,29.740499999999997
T-complex protein 1 subunit epsilon,CCT5,28.27496666666667,27.480633333333333,28.92533333333333,27.865166666666664,29.22066666666667,28.408766666666665
T-complex protein 1 subunit eta,CCT7,27.8814,26.211699999999997,29.255,25.101266666666664,26.552633333333333,28.5595
Endosialin,CD248,30.337,29.656566666666667,29.659333333333336,29.323666666666668,28.806300000000004,29.569266666666667
Complement decay-accelerating factor,CD55,24.601066666666668,24.697000000000003,26.0919,23.265966666666667,25.139433333333333,24.398633333333333
Cell division control protein 42 homolog,CDC42,26.76896666666667,25.616766666666667,30.835400000000003,25.685266666666667,26.69033333333333,30.050166666666666
Cadherin-11,CDH11,27.6868,25.860433333333333,29.46156666666667,28.15143333333333,24.5343,28.8783
Cadherin-2,CDH2,24.105333333333334,25.84766666666667,28.082633333333334,23.9114,24.91846666666667,27.714100000000002
Complement factor H,CFH,29.120900000000002,27.41026666666667,24.000666666666664,29.611866666666668,24.988699999999998,24.5525
Cofilin-1,CFL1,33.028600000000004,31.316033333333333,32.60886666666667,32.10056666666667,31.92613333333333,33.05886666666667
Cofilin-2,CFL2,28.4447,24.9749,27.212999999999997,27.565566666666665,25.185066666666668,28.36723333333333
Chitinase domain-containing protein 1,CHID1,26.390266666666673,25.250366666666668,24.824,26.155733333333334,25.214466666666667,24.789500000000004
Charged multivesicular body protein 4b,CHMP4B,23.93936666666667,24.87393333333333,27.026666666666667,24.723866666666666,25.078933333333335,27.706999999999997
Charged multivesicular body protein 6,CHMP6,24.524,25.24423333333333,24.9873,24.002533333333332,25.2487,25.3601
Calcineurin B homologous protein 1,CHP1,25.356466666666666,25.357333333333333,26.340999999999998,24.761433333333333,25.343766666666667,24.85376666666666
Creatine kinase B-type,CKB,26.7307,26.579566666666665,27.354833333333332,26.245800000000003,26.672366666666665,27.448700000000002
C-type lectin domain family 11 member A,CLEC11A,30.959033333333334,26.809133333333335,26.284966666666666,27.911233333333332,25.16546666666667,25.979833333333335
CXADR-like membrane protein,CLMP,24.118566666666666,24.686266666666665,27.437966666666668,24.606633333333335,25.226733333333332,25.968366666666668
Clathrin light chain A,CLTA,25.129333333333335,25.492633333333334,29.971500000000002,24.540333333333333,24.805233333333334,30.0125
Clathrin light chain B,CLTB,23.96853333333333,24.88263333333333,27.192933333333333,24.7011,25.075633333333332,26.1451
Clathrin heavy chain;Clathrin heavy chain 1,CLTC,29.656566666666667,29.3269,32.4416,29.116200000000003,30.07643333333333,32.64926666666667
Clusterin;Clusterin beta chain;Clusterin alpha chain,CLU,32.399366666666666,31.09653333333333,30.3378,33.667899999999996,29.722166666666666,31.269266666666667
Connector enhancer of kinase suppressor of ras 3,CNKSR3,25.982433333333333,25.222133333333332,24.1062,27.26653333333333,25.23606666666667,24.403499999999998
"2,3-cyclic-nucleotide 3-phosphodiesterase",CNP,24.594566666666665,24.896599999999996,29.442066666666665,23.86863333333333,25.4977,29.289466666666666
Collagen alpha-1(XI) chain,COL11A1,27.871166666666667,26.262566666666668,24.910566666666668,28.4182,24.776733333333336,24.848133333333333
Collagen alpha-1(XVI) chain,COL16A1,27.502766666666663,25.307199999999998,23.491933333333332,27.496633333333335,24.898933333333332,24.542666666666666
Collagen alpha-1(XVIII) chain;Endostatin,COL18A1,29.9944,26.621066666666664,28.739833333333333,28.036766666666665,27.745366666666666,27.50473333333333
Collagen alpha-1(IV) chain;Arresten,COL4A1,31.10343333333333,26.645400000000006,29.28,31.176299999999998,24.8707,28.00176666666667
Collagen alpha-2(IV) chain;Canstatin,COL4A2,32.400133333333336,29.1264,27.6544,32.6381,26.885100000000005,27.507833333333334
Collagen alpha-1(V) chain,COL5A1,31.694633333333332,29.132900000000003,26.8583,31.47713333333333,28.582866666666664,27.911966666666668
Collagen alpha-2(V) chain,COL5A2,30.485,29.870833333333334,24.355500000000003,33.3167,29.747233333333337,26.197233333333333
Collagen alpha-1(VIII) chain;Vastatin,COL8A1,24.753533333333333,24.818766666666665,24.29133333333333,27.549566666666664,24.747766666666667,24.985333333333333
Collectin-10,COLEC10,28.854233333333337,25.335466666666665,23.638066666666663,27.4873,24.952633333333335,24.5492
Procollagen galactosyltransferase 1,COLGALT1,24.35546666666666,24.848699999999997,25.8102,24.370733333333334,24.6232,25.539666666666665
Cartilage oligomeric matrix protein,COMP,27.801033333333333,24.812066666666666,24.393900000000002,28.5388,24.70256666666667,24.601966666666666
Coatomer subunit alpha;Xenin;Proxenin,COPA,24.504333333333335,25.458633333333335,27.5147,24.34136666666667,24.931366666666673,27.702033333333333
Coatomer subunit epsilon,COPE,24.66326666666667,24.83513333333333,24.842399999999998,24.6859,24.54243333333333,24.347966666666668
Coatomer subunit gamma-1,COPG1,24.693066666666667,24.9031,26.73776666666667,24.029833333333332,25.212,26.05406666666667
COP9 signalosome complex subunit 3,COPS3,24.6112,25.220299999999998,24.92246666666667,24.386266666666668,24.850033333333332,24.587266666666668
Coronin-1C;Coronin,CORO1C,30.734333333333336,25.6331,29.9961,29.523466666666668,25.96043333333333,29.55156666666667
Coronin-2B,CORO2B,24.7801,24.39356666666667,25.550666666666668,24.510366666666666,24.4404,24.902433333333335
Carboxypeptidase A4,CPA4,26.497466666666668,24.3591,25.020366666666664,29.0989,24.987266666666667,24.716866666666665
Carboxypeptidase E,CPE,24.9752,24.6558,23.840999999999998,27.155900000000003,24.656500000000005,24.8886
Copine-1,CPNE1,23.406900000000004,25.78583333333333,26.88716666666667,24.26223333333333,24.943466666666666,27.49846666666667
Granulocyte colony-stimulating factor,CSF3,28.174666666666667,24.707466666666665,24.82943333333333,24.8182,24.802033333333338,24.79596666666667
Cysteine and glycine-rich protein 1,CSRP1,28.761066666666665,24.79886666666667,28.64316666666667,28.934166666666666,28.272233333333332,29.207800000000002
Cystatin-C,CST3,34.0463,31.714366666666667,27.884966666666667,31.008533333333332,30.334666666666667,31.236766666666668
Collagen triple helix repeat-containing protein 1,CTHRC1,29.0865,25.055233333333334,24.361833333333333,28.453633333333332,25.248033333333336,24.2702
Catenin alpha-1,CTNNA1,24.451733333333333,25.040966666666666,30.421133333333334,23.6871,27.925399999999996,30.185066666666668
Catenin beta-1,CTNNB1,24.2877,25.067266666666665,28.469033333333332,24.2119,25.116533333333336,29.213000000000005
Catenin delta-1,CTNND1,24.64956666666667,24.325633333333332,30.375,24.520733333333336,25.075333333333333,30.1934
Carboxypeptidase;Lysosomal protective protein;Lysosomal protective protein 32 kDa chain;Lysosomal protective protein 20 kDa chain,CTSA,26.51133333333333,24.134766666666664,24.047633333333334,26.055000000000003,25.172733333333337,24.889733333333336
Cathepsin B;Cathepsin B light chain;Cathepsin B heavy chain,CTSB,33.7674,31.282466666666664,29.224166666666665,30.54303333333333,28.946299999999997,31.6544
Dipeptidyl peptidase 1;Dipeptidyl peptidase 1 exclusion domain chain;Dipeptidyl peptidase 1 heavy chain;Dipeptidyl peptidase 1 light chain,CTSC,26.080166666666667,24.71506666666667,24.236833333333333,27.50186666666667,25.459166666666665,24.930966666666666
Cathepsin D;Cathepsin D light chain;Cathepsin D heavy chain,CTSD,29.11826666666667,24.98793333333333,24.142866666666666,26.323266666666665,25.524100000000004,24.467933333333335
Cathepsin L1;Cathepsin L1 heavy chain;Cathepsin L1 light chain,CTSL,29.777333333333335,26.8069,24.060833333333335,26.574066666666667,25.59573333333333,24.39616666666667
Interleukin-8;MDNCF-a;Interleukin-8;IL-8(5-77);IL-8(6-77);IL-8(7-77);IL-8(8-77);IL-8(9-77);C-X-C motif chemokine,CXCL8,34.778999999999996,29.64356666666667,28.418533333333333,25.690933333333334,26.971833333333333,30.284833333333335
Cytoplasmic FMR1-interacting protein 1,CYFIP1,24.97326666666667,24.569633333333332,27.87493333333333,24.319033333333334,25.5886,28.105400000000003
Protein CYR61,CYR61,30.675366666666665,28.107066666666668,29.110466666666667,28.0112,25.417166666666663,29.163533333333334
Dystroglycan;Alpha-dystroglycan;Beta-dystroglycan,DAG1,27.824466666666666,24.715766666666667,24.174899999999997,28.17216666666667,24.779300000000003,24.484099999999998
Dermcidin;Survival-promoting peptide;DCD-1,DCD,24.477333333333334,27.248199999999997,26.408266666666666,24.914466666666666,27.784133333333333,26.419833333333333
Protocadherin-16,DCHS1,24.94803333333333,25.300299999999996,25.721966666666663,24.193066666666667,25.377799999999997,25.861700000000003
Dynactin subunit 2,DCTN2,27.306166666666666,25.026766666666663,23.807466666666667,25.4636,24.622600000000002,24.661900000000003
ATP-dependent RNA helicase DDX1,DDX1,26.5976,25.420533333333328,24.316166666666664,25.579233333333335,24.410566666666668,25.006200000000003
Disco-interacting protein 2 homolog B,DIP2B,23.775666666666666,25.241833333333332,27.19333333333333,24.948466666666665,24.795433333333335,27.7689
,DKFZp686J1372,28.433333333333334,25.3241,24.405966666666668,27.080433333333332,25.7153,24.769000000000002
Dickkopf-related protein 3,DKK3,31.176466666666666,29.216700000000003,26.910666666666668,29.709366666666668,26.60526666666667,28.256
Disks large homolog 1,DLG1,24.81216666666667,25.4051,25.581833333333336,24.293733333333336,25.519499999999997,25.662899999999997
Dynamin-2,DNM2,23.9349,24.942800000000002,26.521866666666664,24.4138,25.278833333333335,26.047866666666668
Dihydropyrimidinase-related protein 2,DPYSL2,26.889466666666664,27.828933333333335,28.7209,26.32296666666667,27.4412,29.629266666666666
Desmoglein-1,DSG1,24.414599999999997,24.624533333333332,25.304366666666667,23.968,25.20703333333334,25.318399999999997
Desmoplakin,DSP,26.554033333333333,24.679366666666667,24.269066666666664,28.368233333333333,24.9579,24.300866666666668
Cytoplasmic dynein 1 light intermediate chain 2,DYNC1LI2,25.037466666666663,24.31696666666667,24.921033333333337,24.447466666666667,25.032700000000002,25.507
EGF-like repeat and discoidin I-like domain-containing protein 3,EDIL3,29.418966666666666,29.07983333333333,34.2849,28.7617,31.438100000000002,33.5631
Early endosome antigen 1,EEA1,25.86863333333333,25.038466666666665,23.779566666666668,25.95423333333333,24.9806,23.568700000000003
Elongation factor 1-alpha 1;Putative elongation factor 1-alpha-like 3;Elongation factor 1-alpha,EEF1A1;EEF1A1P5,32.38516666666667,31.2606,31.927766666666667,31.270833333333332,31.401333333333337,31.980100000000004
Elongation factor 1-beta,EEF1B2,24.693033333333332,25.0114,26.486566666666665,24.714700000000004,25.675033333333335,26.4376
Elongation factor 1-delta,EEF1D,27.246966666666665,25.2954,27.111833333333333,26.09273333333333,24.34866666666667,27.686000000000003
Elongation factor 2,EEF2,30.69213333333333,28.856066666666667,30.830533333333335,29.637766666666668,29.11263333333333,30.167599999999997
EGF-containing fibulin-like extracellular matrix protein 2,EFEMP2,29.265600000000003,29.668366666666667,27.56873333333333,29.90473333333333,25.981566666666666,28.104200000000002
EH domain-containing protein 1,EHD1,25.5256,25.5527,30.995333333333335,24.425233333333335,24.141766666666665,30.636133333333333
EH domain-containing protein 3,EHD3,23.979799999999997,24.514,26.725233333333332,24.412066666666664,24.654700000000002,26.97853333333333
EH domain-containing protein 4,EHD4,24.2693,24.83996666666667,28.21496666666667,24.255033333333333,24.895666666666667,27.960400000000003
Eukaryotic translation initiation factor 1,EIF1,26.285633333333333,24.8528,24.116266666666665,25.054233333333332,24.6716,24.4218
Eukaryotic translation initiation factor 3 subunit A,EIF3A,24.797366666666665,25.652266666666666,25.023866666666667,23.6073,24.8192,25.036966666666668
Eukaryotic translation initiation factor 3 subunit B,EIF3B,24.983899999999995,24.548033333333333,24.561533333333333,24.288666666666668,25.388499999999997,25.465166666666665
Eukaryotic translation initiation factor 3 subunit C;Eukaryotic translation initiation factor 3 subunit C-like protein,EIF3C;EIF3CL,24.476566666666667,24.754033333333336,25.375799999999998,24.211466666666666,25.0771,25.295366666666666
Eukaryotic translation initiation factor 3 subunit D,EIF3D,23.648433333333333,25.742333333333335,25.98363333333333,24.112533333333335,24.605833333333333,26.373433333333335
Eukaryotic translation initiation factor 4H,EIF4H,24.76503333333333,24.951233333333334,26.669633333333334,24.529833333333332,24.654933333333332,24.99683333333333
Eukaryotic translation initiation factor 6,EIF6,25.87506666666667,25.282300000000003,25.425466666666665,24.188633333333332,25.666733333333337,25.024266666666666
Protein enabled homolog,ENAH,25.284666666666666,24.863433333333333,24.053700000000003,25.103566666666666,25.3207,23.73046666666667
Alpha-enolase,ENO1,33.2279,31.937766666666665,32.53063333333333,32.39173333333333,32.58256666666667,32.6332
Ectonucleotide pyrophosphatase/phosphodiesterase family member 2,ENPP2,24.301033333333333,24.8087,23.503733333333333,26.322933333333335,25.477733333333333,24.2784
Bifunctional glutamate/proline--tRNA ligase;Glutamate--tRNA ligase;Proline--tRNA ligase,EPRS,26.724333333333334,25.2782,26.906766666666666,26.557333333333332,25.219933333333334,26.353666666666665
Endoplasmic reticulum aminopeptidase 1,ERAP1,26.535066666666665,24.432866666666666,23.727833333333333,24.4914,24.837766666666667,24.874233333333336
Endoplasmic reticulum resident protein 29,ERP29,24.6216,24.713533333333334,23.6574,24.363799999999998,25.502566666666667,24.53656666666667
S-formylglutathione hydrolase,ESD,24.1764,24.169966666666664,26.3242,24.92873333333333,25.034233333333333,25.73223333333333
Protein eva-1 homolog A,EVA1A,24.29686666666667,24.5827,27.03826666666667,24.497933333333332,24.744466666666668,27.587733333333333
Protein eva-1 homolog B,EVA1B,24.4345,28.04613333333333,30.11713333333333,24.20703333333333,27.218766666666667,30.224
Exostosin-1,EXT1,25.32456666666667,26.857433333333333,24.2864,26.360333333333333,26.01386666666667,25.154566666666668
Ezrin,EZR,27.5558,25.3539,28.3322,28.4089,24.8556,28.9854
Coagulation factor X;Factor X light chain;Factor X heavy chain;Activated factor Xa heavy chain,F10,25.753933333333336,24.9626,23.9507,27.361833333333333,26.05843333333333,24.0968
Coagulation factor XI;Coagulation factor XIa heavy chain;Coagulation factor XIa light chain,F11,24.931533333333334,25.2449,24.0498,29.150733333333335,24.299066666666665,24.516900000000003
